"";"CODIND";"NOMINDICADOR";"CATEGORIA";"PESTAÑA";"SEXO";"ASCENDENCIA";"QUINTIL";"DEPARTAMENTOUY";"URBANORURALUY";"EDAD";"POBRE";"NSE";"NIVELEDU";"PAÍS";"ANIO";"VALOR";"RESPONSABLE"
"1084";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Inversión de roles)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 3";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0669487724126185";"Sharon Katzkowicz"
"1085";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Inversión de roles modificado)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 3";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.04200913953957";"Sharon Katzkowicz"
"1086";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Residual)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 3";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.224889441791323";"Sharon Katzkowicz"
"1087";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Proveedor tradicional)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.122651522854034";"Sharon Katzkowicz"
"1088";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Proveedor modificado)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.207413517634904";"Sharon Katzkowicz"
"1089";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Doble carrera)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.335347412298215";"Sharon Katzkowicz"
"1090";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Inversión de roles)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0763783603870142";"Sharon Katzkowicz"
"1091";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Inversión de roles modificado)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0515053325101207";"Sharon Katzkowicz"
"1092";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Residual)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.206703854315713";"Sharon Katzkowicz"
"1093";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Proveedor tradicional)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.105195772126553";"Sharon Katzkowicz"
"1094";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Proveedor modificado)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.182153418579426";"Sharon Katzkowicz"
"1095";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Doble carrera)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.357678995449684";"Sharon Katzkowicz"
"1096";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Inversión de roles)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0815353652207225";"Sharon Katzkowicz"
"1097";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Inversión de roles modificado)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0586356733354256";"Sharon Katzkowicz"
"1098";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Residual)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.214800775288188";"Sharon Katzkowicz"
"1099";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Proveedor tradicional)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.511343043757339";"Sharon Katzkowicz"
"1100";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Proveedor modificado)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.103894202660406";"Sharon Katzkowicz"
"1101";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Doble carrera)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.174683130816046";"Sharon Katzkowicz"
"1102";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Inversión de roles)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.0737411844146647";"Sharon Katzkowicz"
"1103";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Inversión de roles modificado)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.023460322913317";"Sharon Katzkowicz"
"1104";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Residual)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.112878115438227";"Sharon Katzkowicz"
"1105";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Proveedor tradicional)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.200550478172547";"Sharon Katzkowicz"
"1106";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Proveedor modificado)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.204430144529378";"Sharon Katzkowicz"
"1107";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Doble carrera)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.285951754711718";"Sharon Katzkowicz"
"1108";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Inversión de roles)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.0729516306301302";"Sharon Katzkowicz"
"1109";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Inversión de roles modificado)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.0433647264074214";"Sharon Katzkowicz"
"1110";"504";"Distribución porcentual de los hogares biparentales según modelo de pareja (Residual)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.192751265548806";"Sharon Katzkowicz"
"1111";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.230883074359846";"Sharon Katzkowicz"
"1112";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.295767493843124";"Sharon Katzkowicz"
"1113";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.13438246342894";"Sharon Katzkowicz"
"1114";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0610529685782145";"Sharon Katzkowicz"
"1115";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.277913999789876";"Sharon Katzkowicz"
"1116";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"País urbano";"Varones";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.243532669642632";"Sharon Katzkowicz"
"1117";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"País urbano";"Varones";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.310491886855322";"Sharon Katzkowicz"
"1118";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"País urbano";"Varones";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.100123452386442";"Sharon Katzkowicz"
"1119";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"País urbano";"Varones";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0202700292579546";"Sharon Katzkowicz"
"1120";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"País urbano";"Varones";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.32558196185765";"Sharon Katzkowicz"
"1121";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"País urbano";"Mujeres";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.2194180529589";"Sharon Katzkowicz"
"1122";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"País urbano";"Mujeres";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.282421969561367";"Sharon Katzkowicz"
"1123";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"País urbano";"Mujeres";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.165433282526055";"Sharon Katzkowicz"
"1124";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"País urbano";"Mujeres";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0980167813838767";"Sharon Katzkowicz"
"1125";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"País urbano";"Mujeres";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.234709913569801";"Sharon Katzkowicz"
"1126";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Menor de 30 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.188190050320453";"Sharon Katzkowicz"
"1127";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Menor de 30 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0267759538979064";"Sharon Katzkowicz"
"1128";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Menor de 30 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0395751364270877";"Sharon Katzkowicz"
"1129";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Menor de 30 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.000279477202957218";"Sharon Katzkowicz"
"1130";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Menor de 30 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.745179382151596";"Sharon Katzkowicz"
"1131";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 30 y 44 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.424405290774673";"Sharon Katzkowicz"
"1132";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 30 y 44 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.260827144557509";"Sharon Katzkowicz"
"1133";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 30 y 44 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.152089654825569";"Sharon Katzkowicz"
"1134";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 30 y 44 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.00519354243851738";"Sharon Katzkowicz"
"1135";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 30 y 44 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.157484367403732";"Sharon Katzkowicz"
"1136";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 45 y 64 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.209657826050832";"Sharon Katzkowicz"
"1137";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 45 y 64 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.481273976959199";"Sharon Katzkowicz"
"1138";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 45 y 64 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.205080894929706";"Sharon Katzkowicz"
"1139";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 45 y 64 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.035839018087115";"Sharon Katzkowicz"
"1140";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 45 y 64 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0681482839731487";"Sharon Katzkowicz"
"1141";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"65 años o más";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0673892154322106";"Sharon Katzkowicz"
"1142";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"65 años o más";"Todos";"Todos";"Todos";"Uruguay";2021;"0.470387502321987";"Sharon Katzkowicz"
"1143";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"65 años o más";"Todos";"Todos";"Todos";"Uruguay";2021;"0.146348231506092";"Sharon Katzkowicz"
"1144";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"65 años o más";"Todos";"Todos";"Todos";"Uruguay";2021;"0.273581638760781";"Sharon Katzkowicz"
"1145";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"65 años o más";"Todos";"Todos";"Todos";"Uruguay";2021;"0.042293411978929";"Sharon Katzkowicz"
"1146";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 1";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.291179666461945";"Sharon Katzkowicz"
"1147";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 1";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.172071620919356";"Sharon Katzkowicz"
"1148";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 1";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.153072235082912";"Sharon Katzkowicz"
"1149";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 1";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0311465961165966";"Sharon Katzkowicz"
"1150";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 1";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.35252988141919";"Sharon Katzkowicz"
"1151";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 2";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.246278600525374";"Sharon Katzkowicz"
"1152";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 2";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.284034600148676";"Sharon Katzkowicz"
"1153";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 2";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.119521593033484";"Sharon Katzkowicz"
"1154";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 2";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0526035269389448";"Sharon Katzkowicz"
"1155";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 2";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.297561679353521";"Sharon Katzkowicz"
"1156";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 3";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.220058319641539";"Sharon Katzkowicz"
"1157";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 3";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.335098993256659";"Sharon Katzkowicz"
"1158";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 3";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.129728426701853";"Sharon Katzkowicz"
"1159";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 3";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0621977496822869";"Sharon Katzkowicz"
"1160";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 3";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.252916510717661";"Sharon Katzkowicz"
"1161";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 4";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.204721341743581";"Sharon Katzkowicz"
"1162";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 4";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.35250412360438";"Sharon Katzkowicz"
"1163";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 4";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.123513332105251";"Sharon Katzkowicz"
"1164";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 4";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.072408163783849";"Sharon Katzkowicz"
"1165";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 4";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.24685303876294";"Sharon Katzkowicz"
"1166";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 5";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.181092435082916";"Sharon Katzkowicz"
"1167";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 5";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.354113854230923";"Sharon Katzkowicz"
"1168";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 5";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.145325564745982";"Sharon Katzkowicz"
"1169";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 5";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0928830974690555";"Sharon Katzkowicz"
"1170";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 5";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.226585048471122";"Sharon Katzkowicz"
"1171";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.23579701960741";"Sharon Katzkowicz"
"1172";"505";"Distribución porcentual de las personas según estado conyugal (Casada/o)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.299147620974033";"Sharon Katzkowicz"
"1173";"505";"Distribución porcentual de las personas según estado conyugal (Divorciada/o o serparada/o)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.128657318364636";"Sharon Katzkowicz"
"1174";"505";"Distribución porcentual de las personas según estado conyugal (Viuda/o)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0600344900430366";"Sharon Katzkowicz"
"1175";"505";"Distribución porcentual de las personas según estado conyugal (Soltera/o)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.276363551010884";"Sharon Katzkowicz"
"1176";"505";"Distribución porcentual de las personas según estado conyugal (Unión libre)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Urbano (menos de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.264161453956991";"Sharon Katzkowicz"
